Name,previous_bin_count,current_bin_count,new_point_mjd,new_point_flux,new_point_flux_error,previous_point_flux,average_flux_full_series,previous_quiescent_background,previous_quiescent_background_error,current_quiescent_background,current_quiescent_background_error,previous_detection_threshold,current_detection_threshold,flare_flux_threshold,above_previous_flux,above_flare_flux_threshold,potential_flare_point,consecutive_potential_flare_points,flare_active,flare_start_mjd,flare_end_mjd,confirmed_sigma_delta,confirmed_sigma_threshold,confirmed_start_trigger,confirmed_flare_active,confirmed_flare_start_mjd,confirmed_flare_end_mjd,cadence,lookback_weeks,detection_method,quiescent_background_origin,quiescent_background_cache_path,flare_duration_seconds,streak_mean_flux,source_counts_0p2_5MeV,background_counts,mdp99_percent,mdp99_available,mdp99_reason
4FGL J1159.5+2914,717,718,60647.00001157408,2.52e-07,3.61e-08,1.03e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,True,False,False,0,False,,,-11.231120842076397,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,718,719,60654.00001157408,2.34e-07,4.16e-08,2.52e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,False,False,False,0,False,,,-10.49130313177666,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,719,720,60661.00001157408,1.79e-07,4.18e-08,2.34e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,False,False,False,0,False,,,-11.606025486124977,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,720,721,60675.00001157408,2.44e-07,5.48e-08,1.79e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,True,False,False,0,False,,,-8.22175390735258,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,721,722,60682.00001157408,2.61e-07,4.03e-08,2.44e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,True,False,False,0,False,,,-10.165658927519578,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,722,723,60689.00001157408,5.87e-07,6.66e-08,2.61e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,True,False,False,0,False,,,-2.065393445364811,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,723,724,60696.00001157408,4.14e-07,4.74e-08,5.87e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,False,False,False,0,False,,,-6.047305536031763,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,724,725,60703.00001157408,4.44e-07,4.97e-08,4.14e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,True,False,False,0,False,,,-5.269674806417672,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,725,726,60710.00001157408,5.39e-07,5.37e-08,4.44e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,True,False,False,0,False,,,-3.313211836796741,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,726,727,60717.00001157408,5.35e-07,4.98e-08,5.39e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,False,False,False,0,False,,,-3.601516657856354,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,727,728,60724.00001157408,4.02e-07,7.54e-08,5.35e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,False,False,False,0,False,,,-4.193187717004107,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,728,729,60731.00001157408,1.53e-07,1.28e-07,4.02e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,False,False,False,0,False,,,-4.4562202653724805,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,729,730,60738.00001157408,6.02e-07,5.8e-08,1.53e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,True,False,False,0,False,,,-2.0920428161317437,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,730,731,60745.00001157408,5.06e-07,5.58e-08,6.02e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,False,False,False,0,False,,,-3.7537847798235253,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,731,732,60752.00001157408,3.81e-07,5.3e-08,5.06e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,False,False,False,0,False,,,-6.085572335232826,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,732,733,60759.00001157408,3.58e-07,5.43e-08,3.81e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,False,False,False,0,False,,,-6.352334479864448,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,733,734,60766.00001157408,4.85e-07,5.24e-08,3.58e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,True,False,False,0,False,,,-4.326204396977348,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,734,735,60773.00001157408,5.79e-07,4.92e-08,4.85e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,True,False,False,0,False,,,-2.8272150653034864,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,735,736,60780.00001157408,8.22e-07,5.68e-08,5.79e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,True,False,False,0,False,,,1.460865380262858,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,736,737,60787.00001157408,6.36e-07,5.32e-08,8.22e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,False,False,False,0,False,,,-1.6654258769098202,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,737,738,60794.00001157408,7.14e-07,4.36e-08,6.36e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,True,False,False,0,False,,,-0.3754360885155799,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,738,739,60801.00001157408,9.82e-07,5.5e-08,7.14e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,True,False,False,0,False,,,4.186237401794866,2.0,True,True,60801.00001157408,60801.00001157408,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,739,740,60808.00001157408,6.77e-07,5.61e-08,9.82e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,False,False,False,0,False,,,-0.9155901623732315,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,740,741,60815.00001157408,6.67e-07,5.98e-08,6.77e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,False,False,False,0,False,,,-1.022538288504219,2.0,False,False,,,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,741,742,60822.00001157408,8.79e-07,5.97e-08,6.67e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,True,False,False,0,False,,,2.2903889323679816,2.0,True,True,60822.00001157408,60822.00001157408,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,742,743,60829.00001157408,1.75e-06,7.63e-08,8.79e-07,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,True,False,False,0,False,,,12.769874831362932,2.0,True,True,60822.00001157408,60829.00001157408,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1159.5+2914,743,744,60836.00001157408,1.29e-06,5.62e-08,1.75e-06,2.780573726541555e-07,7.325000000000001e-07,2.2960120706502026e-08,7.325000000000001e-07,2.2960120706502026e-08,9.702e-07,9.702e-07,2.1975e-06,False,False,False,0,False,,,9.183121940679056,2.0,True,True,60822.00001157408,60836.00001157408,weekly,10.0,both,cache,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
