Name,previous_bin_count,current_bin_count,new_point_mjd,new_point_flux,new_point_flux_error,previous_point_flux,average_flux_full_series,previous_quiescent_background,previous_quiescent_background_error,current_quiescent_background,current_quiescent_background_error,previous_detection_threshold,current_detection_threshold,flare_flux_threshold,above_previous_flux,above_flare_flux_threshold,potential_flare_point,consecutive_potential_flare_points,flare_active,flare_start_mjd,flare_end_mjd,confirmed_sigma_delta,confirmed_sigma_threshold,confirmed_start_trigger,confirmed_flare_active,confirmed_flare_start_mjd,confirmed_flare_end_mjd,cadence,lookback_weeks,detection_method,quiescent_background_origin,quiescent_background_cache_path,flare_duration_seconds,streak_mean_flux,source_counts_0p2_5MeV,background_counts,mdp99_percent,mdp99_available,mdp99_reason
4FGL J1153.4+4931,1,2,54725.00001157408,1.84e-08,1.5e-08,4.99e-08,8.262536723163843e-08,7.150343023255814e-08,2.364903049575933e-09,7.150343023255814e-08,2.364903049575933e-09,2.91907e-07,2.91907e-07,7.150343023255814e-08,False,False,False,0,False,,,-3.4970330402326124,3.0,False,False,,,weekly,10.0,sigma,computed,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1153.4+4931,2,3,54809.00001157408,3.32e-08,2.33e-08,1.84e-08,8.262536723163843e-08,7.150343023255814e-08,2.364903049575933e-09,7.150343023255814e-08,2.364903049575933e-09,2.91907e-07,2.91907e-07,7.150343023255814e-08,True,False,False,0,False,,,-1.6355211904926403,3.0,False,False,,,weekly,10.0,sigma,computed,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1153.4+4931,3,4,54886.00001157408,4.8e-08,2.58e-08,3.32e-08,8.262536723163843e-08,7.150343023255814e-08,2.364903049575933e-09,7.150343023255814e-08,2.364903049575933e-09,2.91907e-07,2.91907e-07,7.150343023255814e-08,True,False,False,0,False,,,-0.9071825257031855,3.0,False,False,,,weekly,10.0,sigma,computed,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1153.4+4931,4,5,54914.00001157408,6.05e-08,2.95e-08,4.8e-08,8.262536723163843e-08,7.150343023255814e-08,2.364903049575933e-09,7.150343023255814e-08,2.364903049575933e-09,2.91907e-07,2.91907e-07,7.150343023255814e-08,True,False,False,0,False,,,-0.37180482412809995,3.0,False,False,,,weekly,10.0,sigma,computed,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1153.4+4931,5,6,55082.00001157408,4.78e-08,3.52e-08,6.05e-08,8.262536723163843e-08,7.150343023255814e-08,2.364903049575933e-09,7.150343023255814e-08,2.364903049575933e-09,2.91907e-07,2.91907e-07,7.150343023255814e-08,False,False,False,0,False,,,-0.671878252925013,3.0,False,False,,,weekly,10.0,sigma,computed,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1153.4+4931,6,7,55180.00001157408,2.9e-08,2.18e-08,4.78e-08,8.262536723163843e-08,7.150343023255814e-08,2.364903049575933e-09,7.150343023255814e-08,2.364903049575933e-09,2.91907e-07,2.91907e-07,7.150343023255814e-08,False,False,False,0,False,,,-1.9383265905914073,3.0,False,False,,,weekly,10.0,sigma,computed,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1153.4+4931,7,8,55187.00001157408,2.25e-08,1.8e-08,2.9e-08,8.262536723163843e-08,7.150343023255814e-08,2.364903049575933e-09,7.150343023255814e-08,2.364903049575933e-09,2.91907e-07,2.91907e-07,7.150343023255814e-08,False,False,False,0,False,,,-2.6992160385570303,3.0,False,False,,,weekly,10.0,sigma,computed,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1153.4+4931,8,9,55194.00001157408,4.7e-08,2.89e-08,2.25e-08,8.262536723163843e-08,7.150343023255814e-08,2.364903049575933e-09,7.150343023255814e-08,2.364903049575933e-09,2.91907e-07,2.91907e-07,7.150343023255814e-08,True,False,False,0,False,,,-0.8450449669999557,3.0,False,False,,,weekly,10.0,sigma,computed,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1153.4+4931,9,10,55208.00001157408,6.25e-08,2.67e-08,4.7e-08,8.262536723163843e-08,7.150343023255814e-08,2.364903049575933e-09,7.150343023255814e-08,2.364903049575933e-09,2.91907e-07,2.91907e-07,7.150343023255814e-08,True,False,False,0,False,,,-0.33589212799364776,3.0,False,False,,,weekly,10.0,sigma,computed,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
4FGL J1153.4+4931,10,11,55222.00001157408,3.71e-08,2.2e-08,6.25e-08,8.262536723163843e-08,7.150343023255814e-08,2.364903049575933e-09,7.150343023255814e-08,2.364903049575933e-09,2.91907e-07,2.91907e-07,7.150343023255814e-08,False,False,False,0,False,,,-1.554834792383097,3.0,False,False,,,weekly,10.0,sigma,computed,/home/lkoo/projects/AutomationDetection/DownloadedLC/incremental/quiescent_background_cache.csv,,,,,,False,not_in_flare_streak
