Name,weeks,potential_points,active_flare_weeks,latest_new_point_mjd,latest_new_point_flux,latest_flare_flux_threshold,latest_potential_flare_point,latest_flare_active,latest_mdp99_percent,latest_mdp99_available,latest_potential_mdp99_percent,best_potential_mdp99_percent,latest_active_mdp99_percent,best_active_mdp99_percent,peak_potential_flux,mean_potential_flux,source_average_flux,latest_new_point_flux_cosi,latest_threshold_cosi_flux,cadence_run,lookback_weeks_run,detection_method_run,confirmed_flare_weeks,latest_confirmed_flare_active,latest_confirmed_sigma_delta,flare_threshold_multiplier_run,latest_flaring_downward_steps,omit_from_attention,quiescent_background_origin,scan_csv,source_json,flare_plot,potential_flare_plot,confirmed_flare_plot
4FGL J1941.3-6210,501,222,91,60843.00001157408,1.76e-07,9.473210084033614e-08,True,False,386.16448308841404,True,386.16448308841404,203.7382121002337,386.16448308841404,203.7382121002337,0.0007065385684520198,0.00033054435950971686,0.00023952590170594874,0.00018179939773034422,9.78536299914963e-05,weekly,30.0,both,84,False,0.7454326413317841,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J1941.3-6210_incremental_scan_thr1p0.csv,Sources/4FGL_J1941.3-6210.json,,,
4FGL J1814.4+2953,85,46,7,60780.00001157408,1.52e-07,8.21251724137931e-08,True,False,225.91136922161593,True,225.91136922161593,160.14703532968477,225.91136922161593,160.14703532968477,0.000615620456653842,0.0005592891730384577,0.000510368447572443,0.0009173951903076862,0.0004956660406289688,weekly,30.0,both,0,False,1.5277820490420393,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J1814.4+2953_incremental_scan_thr1p0.csv,Sources/4FGL_J1814.4+2953.json,,,
4FGL J1800.6+7828,793,485,311,60850.00001157408,1.33e-07,7.043684210526316e-08,True,False,2325.5593244904903,True,2325.5593244904903,352.88462256752473,2325.5593244904903,352.88462256752473,5.8062019195211366e-05,3.912434898095928e-05,4.183907829549679e-05,4.4896793912576236e-05,2.3777356269568964e-05,weekly,30.0,both,302,False,1.7374313108035964,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J1800.6+7828_incremental_scan_thr1p0.csv,Sources/4FGL_J1800.6+7828.json,,,
4FGL J0530.9+1332,181,125,73,60850.00001157408,1.21e-07,8.656048076923078e-08,True,False,486.06325825491064,True,486.06325825491064,182.6535275514722,486.06325825491064,182.6535275514722,0.00021505226104934872,0.00018756417075881018,0.00020033117937064476,0.00020016402759208613,0.00014319251620724423,weekly,30.0,both,54,False,0.30989688624843303,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J0530.9+1332_incremental_scan_thr1p0.csv,Sources/4FGL_J0530.9+1332.json,,,
4FGL J0836.2+2141,124,62,18,60773.00001157408,1.2e-07,7.518891666666669e-08,True,False,51.60112253197002,True,51.60112253197002,40.6486047442279,51.60112253197002,40.6486047442279,0.003743876761663256,0.0021555370455276198,0.0014569476124097122,0.0022463260569979535,0.0014074901892148425,weekly,30.0,both,4,False,0.8672276880859531,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J0836.2+2141_incremental_scan_thr1p0.csv,Sources/4FGL_J0836.2+2141.json,,,
4FGL J0227.2+3928,95,53,12,60619.00001157408,1.04e-07,7.06595238095238e-08,True,False,445.2588677129383,True,445.2588677129383,408.84760679350165,445.2588677129383,445.2588677129383,0.0002444632534456351,0.00020088670842667502,0.00016762224429710826,0.00024213503198424808,0.00016451101978471908,weekly,30.0,both,2,False,0.6440267026671003,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J0227.2+3928_incremental_scan_thr1p0.csv,Sources/4FGL_J0227.2+3928.json,,,
4FGL J1248.9+4840,79,40,14,60773.00001157408,8.62e-08,5.2084107142857145e-08,True,False,139.18676668323943,True,139.18676668323943,102.94378080052536,139.18676668323943,102.94378080052536,0.0014859968743618339,0.0009132689123682103,0.000558952822565403,0.0008895342400693757,0.0005374779195709208,weekly,30.0,both,0,False,1.0420652542763504,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J1248.9+4840_incremental_scan_thr1p0.csv,Sources/4FGL_J1248.9+4840.json,,,
4FGL J0403.9-3605,671,562,451,60843.00001157408,6.44e-08,6.32769230769231e-08,True,False,1833.4012710357201,True,1833.4012710357201,145.82354044959166,1833.4012710357201,145.82354044959166,7.279305664641565e-05,5.530231378305726e-05,7.332626902591702e-05,2.190594788798676e-05,2.152392825209976e-05,weekly,30.0,both,430,False,0.034448729768097736,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J0403.9-3605_incremental_scan_thr1p0.csv,Sources/4FGL_J0403.9-3605.json,,,
4FGL J1256.1-0547,854,308,204,60850.00001157408,1.63e-07,5.277424321133413e-07,False,False,370.06090372571924,True,370.06090372571924,44.06312205376049,370.06090372571924,44.06312205376049,0.00027438559752359466,0.0002335877389996783,0.00018138129828461876,5.070844942896363e-05,0.00016417791675053768,weekly,30.0,both,265,False,-10.515179458344734,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J1256.1-0547_incremental_scan_thr1p0.csv,Sources/4FGL_J1256.1-0547.json,,,
4FGL J2151.8-3027,389,149,51,60850.00001157408,1.18e-07,1.270402624671916e-07,False,False,243.38576580514305,True,243.38576580514305,40.07565258710052,243.38576580514305,40.07565258710052,0.0006511204498425904,0.0005279919032377416,0.00043610574040681176,0.00036938563981454646,0.00039768515791230075,weekly,30.0,both,53,False,-0.1326537813128587,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J2151.8-3027_incremental_scan_thr1p0.csv,Sources/4FGL_J2151.8-3027.json,,,
4FGL J0538.8-4405,846,391,277,60850.00001157408,1.14e-07,1.7035000000000001e-07,False,False,1212.1342854675086,True,1212.1342854675086,122.48409014034287,1212.1342854675086,122.48409014034287,0.00010138591637096037,9.035648613813624e-05,8.341242257335156e-05,4.835980948238277e-05,7.226397846775357e-05,weekly,30.0,both,291,False,-1.8549386617309773,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J0538.8-4405_incremental_scan_thr1p0.csv,Sources/4FGL_J0538.8-4405.json,,,
4FGL J2143.5+1743,547,311,172,60745.00001157408,1.03e-07,1.2024050359712233e-07,False,False,772.7262061594447,True,772.7262061594447,177.6570981163595,772.7262061594447,177.6570981163595,0.00018573070493425067,0.0001644282584901789,0.00015257383456004385,0.00010285087423778396,0.00012006641663840233,weekly,30.0,both,169,False,-0.36330441874349945,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J2143.5+1743_incremental_scan_thr1p0.csv,Sources/4FGL_J2143.5+1743.json,,,
4FGL J2229.7-0832,494,258,124,60843.00001157408,9.9e-08,1.0884447004608296e-07,False,False,395.41594042294156,True,395.41594042294156,256.0142823175467,395.41594042294156,256.0142823175467,0.0005235803425224611,0.00023175971437272517,0.00010578931353257712,7.999144121870934e-05,8.794571745124055e-05,weekly,30.0,both,117,False,-0.16874083160323658,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J2229.7-0832_incremental_scan_thr1p0.csv,Sources/4FGL_J2229.7-0832.json,,,
4FGL J2211.2-1325,234,71,29,60843.00001157408,9.36e-08,1.4196363636363637e-07,False,False,395.1560711002256,True,395.1560711002256,131.97441829019888,395.1560711002256,131.97441829019888,0.0005000884771315793,0.0002503510413124962,0.0001375751386164013,9.5722456972425e-05,0.00014518277856268345,weekly,30.0,both,24,False,-1.208144113973726,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J2211.2-1325_incremental_scan_thr1p0.csv,Sources/4FGL_J2211.2-1325.json,,,
4FGL J1512.8-0906,821,331,218,60850.00001157408,8.78e-08,4.602754498714653e-07,False,False,390.79704312143724,True,390.79704312143724,52.31675547878007,390.79704312143724,52.31675547878007,0.00039934655326340923,0.00029162238832736517,0.0002583128031890097,3.794656642481313e-05,0.00019892793772503762,weekly,30.0,both,280,False,-14.041831757301935,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J1512.8-0906_incremental_scan_thr1p0.csv,Sources/4FGL_J1512.8-0906.json,,,
4FGL J0841.3+7053,524,171,94,60843.00001157408,7.27e-08,1.213746034816248e-07,False,False,308.47266613621133,True,308.47266613621133,57.42407993501944,308.47266613621133,57.42407993501944,0.0006336834407969115,0.00036136523012765054,0.00019057540035632766,0.00010036772580813826,0.00016756661516252022,weekly,30.0,both,118,False,-1.7998358701717896,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J0841.3+7053_incremental_scan_thr1p0.csv,Sources/4FGL_J0841.3+7053.json,,,
4FGL J1332.0-0509,371,119,46,60850.00001157408,6.15e-08,1.419971002710027e-07,False,False,842.3332274926881,True,842.3332274926881,95.6558443814175,842.3332274926881,95.6558443814175,0.00019567935472362245,0.00015280874340648475,0.00012045095536515351,4.852532385283379e-05,0.00011203992320022309,weekly,30.0,both,60,False,-3.294324848689986,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J1332.0-0509_incremental_scan_thr1p0.csv,Sources/4FGL_J1332.0-0509.json,,,
4FGL J1740.5+5211,505,218,96,60843.00001157408,5.21e-08,7.579137295081969e-08,False,False,1560.6842554593775,True,1560.6842554593775,335.0935625452466,1560.6842554593775,335.0935625452466,7.666769641015639e-05,6.398582181599518e-05,4.916367012708041e-05,3.00329848343545e-05,4.368984941279987e-05,weekly,30.0,both,106,False,-0.9855420575186229,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J1740.5+5211_incremental_scan_thr1p0.csv,Sources/4FGL_J1740.5+5211.json,,,
4FGL J2327.5+0939,273,133,40,60850.00001157408,4.71e-08,8.403333333333335e-08,False,False,346.3429318841554,True,346.3429318841554,125.89755328840089,346.3429318841554,125.89755328840089,0.0005785425397638514,0.00032389980156696124,0.00022227812195352078,0.00011306785735633776,0.00020172970162443565,weekly,30.0,both,29,False,-1.2724073052359728,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J2327.5+0939_incremental_scan_thr1p0.csv,Sources/4FGL_J2327.5+0939.json,,,
4FGL J0217.4+7352,292,84,21,60689.00001157408,4.34e-08,1.191842105263158e-07,False,False,236.5016050016036,True,236.5016050016036,71.67585168508334,236.5016050016036,71.67585168508334,0.0006297797364834476,0.0005445303643706289,0.0003533153680762278,0.0001387433531136123,0.0003810142167423904,weekly,30.0,both,12,False,-2.5927845092830495,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J0217.4+7352_incremental_scan_thr1p0.csv,Sources/4FGL_J0217.4+7352.json,,,
4FGL J1224.9+2122,583,201,150,60850.00001157408,4.24e-08,2.5574414159292044e-07,False,False,822.5545899000821,True,822.5545899000821,68.93528229433986,822.5545899000821,68.93528229433986,0.0001977077507991051,0.00013666085159580392,0.00011038492816447398,1.4280764282592945e-05,8.613730666845686e-05,weekly,30.0,both,161,False,-6.1548354100428275,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J1224.9+2122_incremental_scan_thr1p0.csv,Sources/4FGL_J1224.9+2122.json,,,
4FGL J0539.9-2839,383,181,80,60843.00001157408,3.85e-08,8.209742774566475e-08,False,False,82.14476981674375,True,82.14476981674375,54.115721686057036,82.14476981674375,54.115721686057036,0.0018033736663388067,0.0008186454804401256,0.00034505863117350374,0.00012245129833164737,0.00026111523680896775,weekly,30.0,both,83,False,-1.6526378983063292,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J0539.9-2839_incremental_scan_thr1p0.csv,Sources/4FGL_J0539.9-2839.json,,,
4FGL J1626.0-2950,362,173,64,60829.00001157408,3.6e-08,1.33925e-07,False,False,515.4398025014548,True,515.4398025014548,285.0982565260228,515.4398025014548,285.0982565260228,0.0002988980431680191,0.0002508213208806764,0.00014519802719228662,3.4159776362059326e-05,0.00012707911248024432,weekly,30.0,both,46,False,-2.2667702612515632,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J1626.0-2950_incremental_scan_thr1p0.csv,Sources/4FGL_J1626.0-2950.json,,,
4FGL J1044.6+8053,252,110,30,60836.00001157408,3.52e-08,5.55748406374502e-08,False,False,1041.3528245385203,True,1041.3528245385203,586.741700182082,1041.3528245385203,645.0765281576377,0.00014993322334118934,0.00010836889485873536,5.069713327541443e-05,3.1228695039111625e-05,4.9304822446425004e-05,weekly,30.0,both,29,False,-0.8872610294538671,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J1044.6+8053_incremental_scan_thr1p0.csv,Sources/4FGL_J1044.6+8053.json,,,
4FGL J2147.3-7536,372,163,103,60633.00001157408,3.06e-08,1.376379603399434e-07,False,False,658.3762561740141,True,658.3762561740141,230.86166544814623,658.3762561740141,230.86166544814623,0.00023038494445049086,0.00013934046923563681,0.00010497458525027386,1.9971046176161533e-05,8.982921769744115e-05,weekly,30.0,both,109,False,-5.449785044575574,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J2147.3-7536_incremental_scan_thr1p0.csv,Sources/4FGL_J2147.3-7536.json,,,
4FGL J1615.6+2130,113,50,12,60815.00001157408,2.93e-08,7.274738317757009e-08,False,False,99.40259681957133,True,99.40259681957133,60.14611312428323,99.40259681957133,60.14611312428323,0.0011982391413202951,0.0009900744591222986,0.0008581888068159021,0.00034420006706553576,0.0008545957054116672,weekly,30.0,both,0,False,-1.7108024957567647,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J1615.6+2130_incremental_scan_thr1p0.csv,Sources/4FGL_J1615.6+2130.json,,,
4FGL J0920.3-0443,63,29,8,60801.00001157408,2.77e-08,6.858e-08,False,False,252.12563360257474,True,252.12563360257474,187.13256627867568,252.12563360257474,187.13256627867568,0.0006953133576247988,0.0005012436738077439,0.00032908601788583715,0.00012840120004137953,0.000317897267106058,weekly,30.0,both,0,False,-1.7048414626947328,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J0920.3-0443_incremental_scan_thr1p0.csv,Sources/4FGL_J0920.3-0443.json,,,
4FGL J1153.4+4931,175,60,23,60836.00001157408,2.71e-08,7.150343023255815e-08,False,False,693.1617469316815,True,693.1617469316815,193.4220145890094,693.1617469316815,193.4220145890094,0.0001956763595471651,0.00014212282956583568,7.73580433786346e-05,2.5372389204441025e-05,6.694512403369226e-05,weekly,30.0,both,25,False,-2.762281545076628,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J1153.4+4931_incremental_scan_thr1p0.csv,Sources/4FGL_J1153.4+4931.json,,,
4FGL J1849.2+6705,310,132,61,60843.00001157408,2.62e-08,6.584062068965519e-08,False,False,1313.3265191051453,True,1313.3265191051453,438.34546429449733,1313.3265191051453,438.34546429449733,0.00012416046231138102,7.60616241896082e-05,3.0466128391912254e-05,9.32092868927846e-06,2.342350115672168e-05,weekly,30.0,both,68,False,-2.8307414455101245,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J1849.2+6705_incremental_scan_thr1p0.csv,Sources/4FGL_J1849.2+6705.json,,,
4FGL J0044.2-8424,93,61,28,60745.00001157408,8.56e-09,6.59e-08,False,False,487.88371893905173,True,487.88371893905173,219.42483130992895,487.88371893905173,219.42483130992895,0.00029941721229786555,0.0002588166259053718,0.00023271972433553358,2.4883605216210964e-05,0.0001915688766061101,weekly,30.0,both,0,False,-4.307762176604225,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J0044.2-8424_incremental_scan_thr1p0.csv,Sources/4FGL_J0044.2-8424.json,,,
4FGL J2056.2-4714,636,320,194,60787.00001157408,1.21e-09,1.2867992945326278e-07,False,False,1590.4325990695081,True,1590.4325990695081,223.72896375591637,1590.4325990695081,223.72896375591637,9.210581288366236e-05,7.026527141661366e-05,8.223482001687705e-05,4.783177407263152e-07,5.0867680275129155e-05,weekly,30.0,both,193,False,-58.99139116058399,1.0,0,False,cache,DownloadedLC/incremental/4FGL_J2056.2-4714_incremental_scan_thr1p0.csv,Sources/4FGL_J2056.2-4714.json,,,
4FGL J1159.5+2914,29,7,3,60850.00001157408,1.29e-06,7.64e-07,True,True,321.81351097575543,True,321.81351097575543,321.81351097575543,321.81351097575543,321.81351097575543,0.00039471195070026906,0.0003125667550173902,6.271575312395049e-05,0.0002909590950876269,0.00017231996019143175,weekly,30.0,both,20,True,10.303861315923696,2.0,1,False,cache,DownloadedLC/incremental/4FGL_J1159.5+2914_incremental_scan_thr2p0.csv,Sources/4FGL_J1159.5+2914.json,,,
4FGL J0224.2+0700,29,4,0,60794.00001157408,2.81e-07,1.3693735849056605e-07,True,False,,False,,401.1160946665335,,,,,0.000153852143765911,0.000547347967168943,0.0002667344654779222,weekly,30.0,both,8,True,1.4063159245473715,2.0,0,False,cache,DownloadedLC/incremental/4FGL_J0224.2+0700_incremental_scan_thr2p0.csv,Sources/4FGL_J0224.2+0700.json,,,
4FGL J1357.1+1921,29,1,0,60731.00001157408,2.03e-07,1.4301176470588235e-07,True,False,,False,,785.6517608470996,,,,,0.000101729047578724,0.0002817161356530879,0.00019846660938852134,weekly,30.0,both,1,True,2.256102573889374,2.0,0,False,cache,DownloadedLC/incremental/4FGL_J1357.1+1921_incremental_scan_thr2p0.csv,Sources/4FGL_J1357.1+1921.json,,,
4FGL J1229.0+0202,29,8,1,60850.00001157408,5.4e-07,9.83875e-07,False,False,33.704402161077894,True,33.704402161077894,33.704402161077894,33.704402161077894,33.704402161077894,0.0053088364912071,0.0038729226212044178,0.0009604726445804383,0.0016381552601439052,0.0029847037158779346,weekly,30.0,both,20,True,0.8384959024397711,2.0,0,False,cache,DownloadedLC/incremental/4FGL_J1229.0+0202_incremental_scan_thr2p0.csv,Sources/4FGL_J1229.0+0202.json,,,
4FGL J2232.6+1143,29,9,2,60850.00001157408,5.2e-07,7.503076923076924e-07,False,False,569.2698750102606,True,569.2698750102606,543.20339865615,569.2698750102606,543.20339865615,0.00029619405820461686,0.0002331900678577026,0.00015485950992271804,0.0001305261951410176,0.00018833616973453932,weekly,30.0,both,22,True,2.630456091077252,2.0,0,False,cache,DownloadedLC/incremental/4FGL_J2232.6+1143_incremental_scan_thr2p0.csv,Sources/4FGL_J2232.6+1143.json,,,
4FGL J2253.9+1609,29,0,0,60850.00001157408,4.82e-07,8.101600000000003e-07,False,False,,False,,,,,,,0.0004830491378091973,0.00018167943573794753,0.00030537222335571705,weekly,30.0,both,9,True,1.5049522815915808,2.0,0,False,cache,DownloadedLC/incremental/4FGL_J2253.9+1609_incremental_scan_thr2p0.csv,Sources/4FGL_J2253.9+1609.json,,,
4FGL J1642.9+3948,29,2,0,60850.00001157408,1.68e-07,2.915600000000001e-07,False,False,,False,,351.2298755874491,,,,,0.00021207907001764676,0.000277325290706532,0.00048129143903807446,weekly,30.0,both,11,True,0.4983312628733244,2.0,0,False,cache,DownloadedLC/incremental/4FGL_J1642.9+3948_incremental_scan_thr2p0.csv,Sources/4FGL_J1642.9+3948.json,,,
4FGL J2202.7+4216,29,3,0,60850.00001157408,3.38e-07,5.992142857142858e-07,False,False,,False,,447.79842812930895,,,,,0.00013535847990209148,9.962473724107902e-05,0.0001766170584774751,weekly,30.0,both,11,False,0.9956014694611727,2.0,0,False,cache,DownloadedLC/incremental/4FGL_J2202.7+4216_incremental_scan_thr2p0.csv,Sources/4FGL_J2202.7+4216.json,,,
4FGL J1129.8-1447,29,6,2,60850.00001157408,3.09e-07,5.097142857142858e-07,False,False,123.19310881340533,True,123.19310881340533,110.93755512365351,123.19310881340533,110.93755512365351,0.0012141167530386205,0.0010374772990974584,0.0003987449847774464,0.0005181796639349913,0.000854768858492857,weekly,30.0,both,12,False,1.346269379199155,2.0,0,False,cache,DownloadedLC/incremental/4FGL_J1129.8-1447_incremental_scan_thr2p0.csv,Sources/4FGL_J1129.8-1447.json,,,
4FGL J1941.3-6210,29,3,0,60843.00001157408,1.76e-07,1.8946420168067228e-07,False,False,,False,,313.8896534474489,,,,,0.00023952590170594874,0.00018179939773034422,0.0001957072599829926,weekly,30.0,both,1,False,0.7454326413317841,2.0,0,False,cache,DownloadedLC/incremental/4FGL_J1941.3-6210_incremental_scan_thr2p0.csv,Sources/4FGL_J1941.3-6210.json,,,
4FGL J1256.1-0547,29,0,0,60850.00001157408,1.63e-07,1.0554848642266826e-06,False,False,,False,,,,,,,0.00018138129828461876,5.070844942896363e-05,0.00032835583350107535,weekly,30.0,both,0,False,-10.515179458344734,2.0,0,False,cache,DownloadedLC/incremental/4FGL_J1256.1-0547_incremental_scan_thr2p0.csv,Sources/4FGL_J1256.1-0547.json,,,
4FGL J1814.4+2953,29,1,0,60780.00001157408,1.52e-07,1.642503448275862e-07,False,False,,False,,192.77997948099218,,,,,0.000510368447572443,0.0009173951903076862,0.0009913320812579376,weekly,30.0,both,0,False,1.5277820490420393,2.0,0,False,cache,DownloadedLC/incremental/4FGL_J1814.4+2953_incremental_scan_thr2p0.csv,Sources/4FGL_J1814.4+2953.json,,,
4FGL J1800.6+7828,29,7,1,60850.00001157408,1.33e-07,1.4087368421052632e-07,False,False,1824.2825968075908,True,1824.2825968075908,1824.2825968075908,1824.2825968075908,1824.2825968075908,8.675545891377511e-05,7.055210471976264e-05,4.183907829549679e-05,4.4896793912576236e-05,4.755471253913793e-05,weekly,30.0,both,14,False,1.7374313108035964,2.0,0,False,cache,DownloadedLC/incremental/4FGL_J1800.6+7828_incremental_scan_thr2p0.csv,Sources/4FGL_J1800.6+7828.json,,,
4FGL J0530.9+1332,29,3,0,60850.00001157408,1.21e-07,1.7312096153846157e-07,False,False,,False,,405.38748634961496,,,,,0.00020033117937064476,0.00020016402759208613,0.00028638503241448847,weekly,30.0,both,0,False,0.30989688624843303,2.0,0,False,cache,DownloadedLC/incremental/4FGL_J0530.9+1332_incremental_scan_thr2p0.csv,Sources/4FGL_J0530.9+1332.json,,,
4FGL J0836.2+2141,29,1,0,60773.00001157408,1.2e-07,1.5037783333333338e-07,False,False,,False,,60.18014122575467,,,,,0.0014569476124097122,0.0022463260569979535,0.002814980378429685,weekly,30.0,both,0,False,0.8672276880859531,2.0,0,False,cache,DownloadedLC/incremental/4FGL_J0836.2+2141_incremental_scan_thr2p0.csv,Sources/4FGL_J0836.2+2141.json,,,
4FGL J2151.8-3027,29,0,0,60850.00001157408,1.18e-07,2.540805249343832e-07,False,False,,False,,,,,,,0.00043610574040681176,0.00036938563981454646,0.0007953703158246015,weekly,30.0,both,0,False,-0.1326537813128587,2.0,0,False,cache,DownloadedLC/incremental/4FGL_J2151.8-3027_incremental_scan_thr2p0.csv,Sources/4FGL_J2151.8-3027.json,,,
