#,Swift_BAT_name,BAT_ra,BAT_dec,SNR,COUNTERPART_NAME,OTHER_NAME,CTPT_RA,CTPT_DEC,Flux_BAT,FLUX_LO,FLUX_HI,CONTA,index_BAT,GAMM2,GAMM3,CHI_SQ_R,REDSHIF,LUM,ASSOC_STREN,CL2,Type_BAT
140,SWIFTJ0241.3-0816,40.286,-8.238,14.96,NGC1052,,40.2700,-8.2558,31.39,28.60,34.23,0.0,1.74,1.54,1.95,0.80,0.0050,42.24,,80,BeamedAGN
141,SWIFTJ0241.6+0711,40.401,7.162,7.80,Mrk595,,40.3954,7.1872,14.70,12.03,17.42,0.0,2.02,1.61,2.50,1.10,0.0270,43.39,,40,Sy1.5
142,SWIFTJ0242.0+0516,40.434,5.179,5.10,2MASXJ02420381+0510061,,40.5158,5.1684,11.70,8.33,15.13,0.0,1.45,0.72,2.24,0.20,0.0690,44.13,,50,Sy2
143,SWIFTJ0242.2+0531,40.562,5.522,5.54,2MASXJ02421465+0530361,,40.5610,5.5100,10.13,7.53,12.78,0.0,2.15,1.53,3.00,0.50,0.0690,44.07,,40,Sy1
144,SWIFTJ0242.6+0000,40.664,-0.004,18.26,NGC1068,,40.6696,-0.0133,37.90,35.67,40.39,0.0,1.82,1.67,1.98,4.40,0.0038,42.08,,50,Sy1.9
145,SWIFTJ0243.9+5324,41.050,53.412,4.54,2MFGC02171,,41.0125,53.4745,6.99,5.27,8.91,0.0,2.29,1.54,3.29,0.60,,,,50,Sy2
146,SWIFTJ0244.7-2433,41.139,-24.497,3.95,ESO479-G031,,41.1989,-24.5139,7.46,5.46,9.67,0.0,1.79,0.99,2.72,0.40,0.0235,42.97,,60,LINER
147,SWIFTJ0244.8+6227,41.247,62.469,51.17,[HB89]0241+622,,41.2404,62.4685,92.09,90.23,94.16,0.0,1.99,1.93,2.05,2.50,0.0440,44.62,,40,Sy1.2
148,SWIFTJ0245.2+1047,41.323,10.771,8.05,4C+10.08,,41.3061,10.7897,18.30,15.86,21.01,0.0,1.70,1.27,2.18,0.90,0.0700,44.34,,80,BeamedAGN
149,SWIFTJ0249.1+2627,42.215,26.504,12.19,2MASXJ02485937+2630391,,42.2472,26.5109,29.01,25.35,32.76,0.0,1.62,1.36,1.89,1.70,0.0579,44.37,,50,Sy2
150,SWIFTJ0250.4+4648,42.587,46.806,11.54,2MASXJ02502722+4647295,,42.6133,46.7915,20.57,17.75,23.47,0.0,2.10,1.83,2.40,0.90,,,,50,Sy1.9
151,SWIFTJ0251.3+5441,42.667,54.720,10.48,2MFGC02280,,42.6775,54.7049,24.59,21.41,27.85,0.0,1.67,1.42,1.93,0.90,0.0152,43.11,,50,Sy2
152,SWIFTJ0250.7+4142,42.709,41.691,5.44,NGC1106,,42.6688,41.6715,15.49,11.80,19.27,0.0,1.45,1.06,1.88,3.00,0.0145,42.86,,50,Sy2
153,SWIFTJ0251.6-1639,42.925,-16.668,9.76,NGC1125,,42.9180,-16.6510,16.23,13.20,18.77,0.0,2.13,1.81,2.50,1.00,0.0110,42.64,,50,Sy2
154,SWIFTJ0252.1-6758,43.198,-67.983,5.21,2MASXJ02513173-6803059,,42.8826,-68.0515,6.07,3.25,8.48,0.0,2.00,0.98,6.03,1.60,,,,70,UnknownAGN
155,SWIFTJ0252.3+4312,43.132,43.221,7.03,FGC0351,,43.1418,43.1674,14.35,10.92,17.23,0.0,1.94,1.54,2.39,0.40,,,,30,GalaxyCluster
156,SWIFTJ0252.7-0822,43.111,-8.503,13.77,MCG-02-08-014,,43.0975,-8.5104,25.00,21.81,27.67,0.0,2.05,1.82,2.29,0.70,0.0168,43.20,,50,Sy2
157,SWIFTJ0255.2-0011,43.811,-0.184,34.31,NGC1142,,43.8008,-0.1836,74.31,72.12,77.62,0.0,1.73,1.64,1.82,0.80,0.0289,44.15,,50,Sy2
158,SWIFTJ0256.2+1925,44.029,19.428,17.84,XYAri,,44.0375,19.4414,30.48,28.72,33.13,0.0,2.40,2.20,2.62,0.80,,,,90,CV
159,SWIFTJ0256.4-3212,44.100,-32.198,16.30,ESO417-G006,,44.0898,-32.1856,31.13,29.32,33.88,0.0,1.74,1.56,1.92,1.60,0.0163,43.27,,50,Sy2
160,SWIFTJ0259.0+1334,44.751,13.551,7.22,ABELL401,,44.7373,13.5823,8.64,7.80,9.88,0.0,4.54,3.75,5.68,1.10,,,,30,GalaxyCluster
161,SWIFTJ0259.9+4419,44.958,44.267,6.62,2MASXJ02593756+4417180,,44.9065,44.2884,13.53,11.56,16.49,0.0,1.93,1.46,2.49,0.30,,,,70,UnknownAGN
162,SWIFTJ0300.0-1048,45.021,-10.824,14.39,MCG-02-08-038,,45.0180,-10.8246,27.51,24.72,30.37,0.0,1.91,1.69,2.15,0.60,0.0326,43.83,,40,Sy1.5
163,SWIFTJ0304.1-0108,45.971,-1.114,18.06,NGC1194,,45.9546,-1.1037,36.22,33.14,39.37,0.0,1.86,1.70,2.03,1.70,0.0136,43.18,,50,Sy2
164,SWIFTJ0308.5-7251,47.029,-72.815,10.09,ESO031-G008,,46.8972,-72.8340,16.38,13.94,18.88,0.0,1.90,1.60,2.22,1.00,0.0276,43.46,,50,Sy1.9
165,SWIFTJ0308.2-2258,47.029,-22.958,7.45,NGC1229,,47.0449,-22.9608,13.75,11.10,16.48,0.0,1.89,1.52,2.28,1.60,0.0360,43.62,,50,Sy2
166,SWIFTJ0311.1+3241,47.737,32.693,6.53,2MASXJ03104435+3239296,,47.6850,32.6580,12.24,9.45,15.12,0.0,2.18,1.74,2.72,0.90,0.1270,44.71,,40,Sy1
167,SWIFTJ0311.5-2045,47.824,-20.758,13.60,RXJ0311.3-2046,,47.8284,-20.7717,23.06,20.82,25.52,0.0,2.03,1.79,2.29,0.70,0.0670,44.40,,40,Sy1.2
168,SWIFTJ0311.8-7653,47.759,-76.870,6.89,[HB89]0312-770,,47.9802,-76.8641,10.47,8.41,12.71,0.0,1.98,1.50,2.55,0.40,0.2230,45.19,,80,BeamedAGN
169,SWIFTJ0311.9+5032,48.032,50.518,5.84,2MASXJ03120291+5029147,,48.0123,50.4874,10.35,8.07,12.83,0.0,2.14,1.60,2.82,2.10,,,,40,Sy1.5
170,SWIFTJ0312.9+4121,48.257,41.291,5.69,QSOB0309+411,,48.2580,41.3330,15.20,12.26,18.42,0.0,1.58,1.07,2.11,0.30,0.1360,44.87,,80,BeamedAGN
171,SWIFTJ0317.2+0116,49.279,1.272,8.72,MCG+00-09-042,,49.2592,1.2550,15.47,12.63,17.51,0.0,2.08,1.71,2.51,0.70,0.0238,43.30,,50,Sy2
172,SWIFTJ0318.7+6828,49.611,68.466,8.08,2MASXJ03181899+6829322,,49.5791,68.4921,18.82,15.78,20.99,0.0,1.51,1.18,1.85,0.90,0.0901,44.58,,50,Sy2
173,SWIFTJ0319.7+4132,49.947,41.507,67.34,NGC1275,,49.9507,41.5117,82.64,81.17,83.69,0.0,3.82,3.73,3.92,3.80,0.0176,43.76,,80,BeamedAGN
174,SWIFTJ0324.8+3410,51.210,34.166,10.48,1H0323+342,,51.1715,34.1794,27.31,23.90,29.75,0.0,1.62,1.33,1.93,0.60,0.0610,44.39,,80,BeamedAGN
175,SWIFTJ0325.0-4154,51.277,-41.916,6.00,LCRSB032315.2-420449,,51.2595,-41.9048,7.27,5.50,8.59,0.0,2.57,2.03,3.27,0.60,0.0580,43.77,,40,Sy1
176,SWIFTJ0324.9+4044,51.368,40.712,6.85,IRAS03219+4031,,51.3051,40.6985,18.68,15.23,22.28,0.0,1.57,1.16,1.99,0.60,0.0477,44.00,,50,Sy2
177,SWIFTJ0325.6-0907,51.401,-9.142,4.60,SWIFTJ0325.6-0907,,51.3915,-9.1194,12.05,8.61,15.67,0.0,1.40,0.76,2.06,0.20,,,,11,U1
178,SWIFTJ0326.0-5633,51.470,-56.526,6.62,2MASXJ03252346-5635443,,51.3480,-56.5957,8.49,6.28,10.84,0.0,2.06,1.52,2.72,0.70,0.0602,43.87,,80,BeamedAGN
179,SWIFTJ0328.4-2846,52.162,-28.722,6.45,PKS0326-288,,52.1522,-28.6989,11.56,8.99,14.28,0.0,1.89,1.44,2.37,1.70,0.1080,44.54,,50,Sy2
180,SWIFTJ0331.3+0538,52.784,5.641,5.51,2MASXJ03305218+0538253,,52.7174,5.6404,9.84,7.44,12.76,0.0,2.19,1.58,3.03,0.60,0.0460,43.69,,50,Sy1.9
181,SWIFTJ0331.1+4355,52.801,43.911,41.64,GKPer,,52.7993,43.9047,60.96,59.27,63.05,0.0,2.94,2.84,3.04,4.20,,,,90,CV
182,SWIFTJ0331.4-0510,52.833,-5.128,4.53,MCG-01-09-045,,52.8459,-5.1418,6.94,4.79,9.46,0.0,2.38,1.58,3.55,0.30,0.0128,42.41,,50,Sy2
183,SWIFTJ0333.3+3720,53.346,37.306,10.75,2MASXJ03331873+3718107,,53.3282,37.3030,24.80,22.20,28.01,0.0,1.93,1.66,2.23,0.20,0.0558,44.27,,40,Sy1.5
184,SWIFTJ0333.6-3607,53.389,-36.140,38.99,NGC1365,,53.4016,-36.1404,63.52,61.50,66.03,0.0,1.99,1.91,2.07,6.60,0.0055,42.63,,50,Sy2
185,SWIFTJ0334.4-1515,53.587,-15.262,6.23,2MASXJ03342453-1513402,,53.6022,-15.2277,11.21,8.83,13.67,0.0,1.90,1.46,2.42,0.90,0.0349,43.50,,50,Sy1.9
186,SWIFTJ0334.9+5308,53.746,53.177,209.48,BQCam,,53.7495,53.1732,240.69,239.47,241.95,0.0,3.91,3.88,3.94,76.60,,,,180,HMXB
187,SWIFTJ0335.4+1907,53.881,19.126,4.74,2MASXJ03352254+1907282,,53.8438,19.1244,12.66,9.49,15.93,0.0,1.66,1.09,2.30,0.60,0.1890,45.11,,40,Sy1
188,SWIFTJ0336.6+3217,54.122,32.291,16.90,4C+32.14,,54.1255,32.3082,44.17,41.12,47.33,0.0,1.67,1.50,1.83,0.60,1.2580,47.61,,80,BeamedAGN
189,SWIFTJ0342.0-2115,55.526,-21.244,24.32,ESO548-G081,,55.5155,-21.2444,41.21,38.87,44.62,0.0,2.00,1.87,2.14,0.80,0.0145,43.29,,50,Sy1.9
190,SWIFTJ0345.2-3935,56.299,-39.566,7.22,LCRSB034324.7-394349,,56.3022,-39.5748,10.15,8.22,12.99,0.0,2.26,1.83,2.79,1.10,0.0431,43.64,,40,Sy1.2
191,SWIFTJ0347.0-3027,56.765,-30.397,6.33,HE0345-3033,,56.7729,-30.3972,10.26,8.05,13.51,0.0,2.01,1.50,2.61,0.30,0.0950,44.37,,40,Sy1
192,SWIFTJ0349.2-1159,57.368,-11.983,9.75,QSOB0347-121,,57.3467,-11.9908,15.68,13.43,18.99,0.0,2.20,1.84,2.62,0.40,0.1800,45.15,,80,BeamedAGN
193,SWIFTJ0350.1-5019,57.630,-50.348,10.23,2MASXJ03502377-5018354,,57.5990,-50.3099,21.67,19.08,25.47,0.0,1.44,1.17,1.72,0.80,0.0365,43.83,,50,Sy2
194,SWIFTJ0351.7-4030,57.981,-40.479,8.52,Fairall1116,,57.9237,-40.4665,11.18,9.66,12.96,0.0,2.36,1.99,2.78,1.40,0.0586,43.96,,50,Sy1.9
195,SWIFTJ0353.4-6830,58.280,-68.532,10.03,PKS0352-686,,58.2396,-68.5214,12.24,10.80,13.91,0.0,2.52,2.16,2.95,1.20,0.0870,44.36,,80,BeamedAGN
196,SWIFTJ0353.7+3711,58.452,37.184,7.53,2MASXJ03534246+3714077,,58.4270,37.2350,12.51,10.54,14.81,0.0,2.46,1.91,3.22,1.10,0.0183,42.98,,50,Sy2
197,SWIFTJ0354.2+0250,58.546,2.827,6.25,2MASXJ03540948+0249307,,58.5395,2.8252,10.70,8.74,12.99,0.0,2.42,1.88,3.16,0.50,0.0360,43.51,,40,Sy1.5
198,SWIFTJ0355.5+3101,58.846,31.047,336.20,XPer,,58.8462,31.0458,667.23,664.29,670.53,0.0,2.18,2.17,2.19,205.30,,,,180,HMXB
199,SWIFTJ0357.5-6255,59.106,-62.857,8.14,2MASXJ03561995-6251391,,59.0830,-62.8610,13.59,11.21,16.27,0.0,1.90,1.54,2.30,1.30,0.1076,44.61,,50,Sy1.9
200,SWIFTJ0356.9-4041,59.209,-40.698,10.76,2MASXJ03565655-4041453,,59.2356,-40.6960,19.37,16.80,22.26,0.0,1.73,1.45,2.03,2.10,0.0747,44.42,,50,Sy2
201,SWIFTJ0357.6+4153,59.391,41.895,5.16,2MASXJ03574513+4155049,,59.4380,41.9181,8.66,6.17,11.42,0.0,2.52,1.81,3.51,0.50,,,,50,Sy1.9
202,SWIFTJ0359.0-3015A,59.860,-30.135,7.19,SARS059.33488-30.34397,,59.8354,-30.2027,10.28,6.39,14.62,0.0,2.46,1.52,4.07,0.50,0.0973,44.39,,50,Sy2
203,SWIFTJ0359.0-3015B,59.778,-30.211,10.33,SARS059.28692-30.44439,,59.7868,-30.3029,4.90,1.02,10.18,0.0,1.72,0.00,0.00,0.40,0.0939,44.04,,50,Sy2
204,SWIFTJ0359.7+5058,59.903,50.974,6.30,4C+50.11,,59.8739,50.9639,17.21,14.61,20.65,0.0,1.51,1.12,1.91,0.70,1.5200,47.40,,80,BeamedAGN
205,SWIFTJ0402.4-1807,60.578,-18.079,11.16,ESO549-G049,,60.6070,-18.0480,20.92,18.78,23.74,0.0,1.84,1.57,2.13,0.30,0.0263,43.52,,50,Sy1.9
206,SWIFTJ0404.0-3604,60.966,-36.072,6.60,PKS0402-362,,60.9740,-36.0839,10.65,8.78,13.13,0.0,1.91,1.41,2.52,0.90,1.4170,47.12,,80,BeamedAGN
207,SWIFTJ0405.3-3707,61.340,-37.159,7.39,ESO359-G019,,61.2570,-37.1875,12.12,9.07,14.22,0.0,1.75,1.28,2.29,0.70,0.0552,43.94,,50,Sy1.9
208,SWIFTJ0405.5-1307,61.356,-13.141,5.75,[HB89]0403-132,,61.3917,-13.1371,11.03,7.59,13.40,0.0,1.78,1.19,2.47,0.60,0.5706,46.16,,80,BeamedAGN
209,SWIFTJ0407.4+0339,61.827,3.699,10.09,3C105,,61.8186,3.7072,22.01,18.24,24.61,0.0,1.94,1.64,2.27,0.40,0.0890,44.64,,50,Sy2
210,SWIFTJ0413.3+1659,63.343,16.970,6.51,MG1J041325+1659,,63.3419,16.9974,15.17,11.17,17.94,0.0,1.88,1.37,2.48,1.00,,,,80,BeamedAGN
211,SWIFTJ0413.5+1027,63.381,10.483,3.52,ABELL478,,63.3362,10.4764,4.59,3.27,5.73,0.0,7.04,4.78,0.00,0.60,,,,30,GalaxyCluster
212,SWIFTJ0413.8+1112,63.466,11.219,5.99,3C109,,63.4182,11.2038,10.74,8.82,13.86,0.0,2.30,1.70,3.15,1.30,0.3056,45.51,,40,Sy1.8
213,SWIFTJ0414.8-0754,63.724,-7.908,13.70,IRAS04124-0803,,63.7195,-7.9278,19.28,17.83,21.66,0.0,2.60,2.32,2.92,0.70,0.0379,43.81,,40,Sy1.5
214,SWIFTJ0418.3+3800,64.589,38.024,51.98,3C111.0,,64.5887,38.0266,118.67,116.60,122.05,0.0,2.00,1.94,2.06,1.20,0.0485,44.82,,40,Sy1.2
215,SWIFTJ0419.9+5600,64.950,56.035,7.24,XTEJ0421+560,,64.9255,55.9994,12.03,10.35,14.78,0.0,2.27,1.85,2.78,0.80,,,,180,HMXB
216,SWIFTJ0420.0-5457,64.958,-54.939,12.24,NGC1566,,65.0017,-54.9378,19.54,17.68,21.50,0.0,1.96,1.71,2.24,0.80,0.0050,42.03,,40,Sy1.5
217,SWIFTJ0422.7-5611,65.637,-56.191,11.07,ESO157-G023,,65.6007,-56.2260,22.16,20.02,24.42,0.0,1.57,1.34,1.81,1.30,0.0435,43.99,,50,Sy2
218,SWIFTJ0423.5+0414,65.915,4.157,11.02,2MASXJ04234080+0408017,,65.9199,4.1338,24.23,21.57,27.03,0.0,1.90,1.62,2.20,0.90,0.0450,44.06,,50,Sy2
219,SWIFTJ0426.1-1945,66.523,-19.713,5.62,IWEri,,66.4802,-19.7584,5.53,4.29,6.69,0.0,3.58,2.63,5.20,1.10,,,,90,CV
220,SWIFTJ0426.2-5711,66.518,-57.213,19.80,1H0419-577,,66.5035,-57.2001,25.26,23.73,26.87,0.0,2.48,2.30,2.68,0.30,0.1040,44.84,,40,Sy1.5
221,SWIFTJ0427.6-1201,66.897,-12.010,4.19,MCG-02-12-017,,66.7559,-12.0595,8.84,5.87,11.34,0.0,1.71,1.04,2.42,1.00,0.0329,43.34,,50,Sy2candidate
222,SWIFTJ0428.2-6704A,67.123,-67.138,4.64,SWIFTJ042749.42-670436.1,,66.9571,-67.0764,7.21,3.22,10.65,0.0,1.11,0.00,2.46,0.90,,,,12,U2
223,SWIFTJ0428.2-6704B,67.564,-66.955,3.83,2MASXJ04294735-6703205,,67.4538,-67.0539,7.28,4.48,9.69,0.0,2.13,1.23,3.39,0.30,,,,40,Sy1.2
224,SWIFTJ0429.6-2114,67.447,-21.211,4.94,2MASXJ04293830-2109441,,67.4095,-21.1622,9.28,6.53,11.59,0.0,1.75,1.03,2.64,0.80,0.0703,44.05,,40,Sy1.2
225,SWIFTJ0431.3-6127,67.838,-61.425,14.61,ABELL3266,,67.7997,-61.4063,13.35,12.53,14.41,0.0,4.01,3.59,4.51,0.50,,,,30,GalaxyCluster
226,SWIFTJ0433.0+0521,68.298,5.356,43.40,3C120,,68.2962,5.3543,95.38,93.05,98.49,0.0,2.01,1.93,2.08,0.80,0.0330,44.38,,80,BeamedAGN
227,SWIFTJ0433.5-5846,68.405,-58.750,3.74,2MASXJ04332716-5843346,,68.3638,-58.7263,6.48,4.72,8.78,0.0,1.87,1.07,2.88,1.10,0.1023,44.24,,50,Sy2
228,SWIFTJ0436.3-1022,69.096,-10.383,9.96,Mrk618,,69.0930,-10.3760,18.30,16.29,20.96,0.0,2.00,1.68,2.34,0.80,0.0355,43.73,,40,Sy1.2
229,SWIFTJ0437.4-4713,69.405,-47.206,6.42,2MASXJ04372814-4711298,,69.3673,-47.1915,9.93,8.19,12.21,0.0,1.96,1.41,2.62,1.20,0.0530,43.82,,40,Sy1
230,SWIFTJ0438.2-1048,69.554,-10.782,10.41,MCG-02-12-050,,69.5591,-10.7959,18.08,14.82,20.31,0.0,2.10,1.81,2.43,1.50,0.0364,43.74,,40,Sy1.2
231,SWIFTJ0440.2-5941,70.059,-59.648,9.00,ESO118-IG033NED01,,69.9960,-59.6817,14.73,11.77,16.75,0.0,1.91,1.58,2.27,0.90,0.0577,44.07,,50,Sy2
232,SWIFTJ0440.9+2741,70.205,27.659,6.70,2MASXJ04404770+2739466,,70.1989,27.6631,15.69,11.77,18.37,0.0,2.09,1.67,2.59,0.70,,,,40,Sy1.5
233,SWIFTJ0440.8+4432,70.223,44.553,39.64,RXJ0440.9+4431,,70.2472,44.5304,71.34,68.12,73.56,0.0,2.43,2.34,2.53,1.10,,,,180,HMXB
234,SWIFTJ0441.2-2704,70.342,-27.119,6.41,IRAS04392-2713,,70.3441,-27.1389,10.78,8.27,12.83,0.0,1.98,1.45,2.60,0.60,0.0835,44.27,,40,Sy1.5
235,SWIFTJ0441.8-0823,70.452,-8.374,5.14,1RXSJ044154.5-082639,,70.4746,-8.4428,10.85,7.76,13.37,0.0,1.77,1.15,2.47,0.40,0.0440,43.69,,40,Sy1
236,SWIFTJ0443.9+2856,70.937,28.964,13.17,UGC03142,,70.9450,28.9718,33.75,30.35,36.52,0.0,1.89,1.67,2.13,0.60,0.0217,43.56,,40,Sy1
237,SWIFTJ0444.1+2813,71.025,28.228,18.63,2MASXJ04440903+2813003,,71.0376,28.2168,49.38,45.89,52.23,0.0,1.83,1.68,2.00,0.50,0.0113,43.15,,50,Sy2
238,SWIFTJ0445.0-2816,71.151,-28.199,9.69,PKS0442-28,,71.1571,-28.1651,17.03,14.42,19.15,0.0,1.86,1.55,2.20,0.80,0.1470,45.00,,50,Sy2
239,SWIFTJ0446.4+1828,71.629,18.474,6.07,UGC3157,,71.6240,18.4609,14.76,10.71,17.93,0.0,1.95,1.51,2.43,2.70,0.0154,42.90,,50,Sy1.9
240,SWIFTJ0449.6-5515,72.463,-55.271,4.08,2MASXJ04500193-5512404,,72.5082,-55.2112,7.68,4.53,10.18,0.0,1.56,0.87,2.29,0.40,,,,70,UnknownAGN
241,SWIFTJ0451.5-6949,72.808,-69.798,25.74,SWIFTJ045106.8-694803,,72.7785,-69.8008,33.03,30.72,34.84,0.0,2.48,2.34,2.62,4.30,,,,180,HMXB
242,SWIFTJ0451.4-0346,72.889,-3.804,15.80,MCG-01-13-025,,72.9229,-3.8094,34.23,30.37,37.26,0.0,1.83,1.63,2.03,0.30,0.0159,43.29,,40,Sy1.5
243,SWIFTJ0450.7-5813,72.943,-58.197,12.76,RBS594,,72.9335,-58.1835,20.08,17.59,22.21,0.0,2.01,1.75,2.30,0.60,0.0907,44.62,,50,Sy1.9
244,SWIFTJ0452.2+4933,73.003,49.535,25.04,1RXSJ045205.0+493248,,73.0208,49.5459,54.10,50.93,56.83,0.0,2.01,1.88,2.14,0.60,0.0290,44.02,,40,Sy1.5
245,SWIFTJ0453.4+0404,73.338,4.059,12.00,CGCG420-015,,73.3573,4.0616,26.34,23.05,29.17,0.0,2.04,1.79,2.31,2.50,0.0294,43.72,,50,Sy2
246,SWIFTJ0454.6-4315,73.680,-43.251,6.35,2MASXJ04544295-4314231,,73.6788,-43.2397,11.33,8.71,13.60,0.0,1.87,1.46,2.32,1.30,0.0877,44.34,,50,Sy1.9
247,SWIFTJ0456.3-7532,73.950,-75.510,15.47,ESO033-G002,,73.9957,-75.5412,24.49,22.04,26.59,0.0,2.04,1.84,2.27,0.30,0.0181,43.26,,50,Sy2
248,SWIFTJ0457.1+4528,74.264,45.485,11.01,1RXSJ045707.4+452751,,74.2846,45.4639,18.50,16.71,20.91,0.0,2.68,2.34,3.09,0.10,,,,90,CV
249,SWIFTJ0459.9+2703,74.988,27.049,11.78,4C+27.14,,74.9837,27.1007,28.70,26.20,32.09,0.0,1.98,1.75,2.23,2.10,,,,50,Sy2
250,SWIFTJ0459.7+3502,74.914,34.956,5.35,2MASXJ04595677+3502536,,74.9869,35.0483,9.42,7.31,12.30,0.0,2.35,1.71,3.20,0.40,,,,70,UnknownAGN
251,SWIFTJ0501.2-7041,75.207,-70.692,17.08,IGRJ05007-7047,,75.1919,-70.7433,21.96,20.48,23.98,0.0,2.44,2.23,2.66,1.50,,,,180,HMXB
252,SWIFTJ0502.1+0332,75.593,3.525,7.04,2MASXJ05020903+0331499,,75.5377,3.5306,14.52,11.54,17.98,0.0,1.99,1.55,2.50,0.50,0.0160,42.92,,40,Sy1
253,SWIFTJ0502.4+2446,75.625,24.743,13.24,V1062Tau,,75.6145,24.7564,25.12,22.66,27.96,0.0,2.66,2.40,2.96,1.70,,,,170,Nova
254,SWIFTJ0503.0+2302,75.734,22.983,8.45,LEDA097068,,75.7426,22.9977,20.22,17.16,23.78,0.0,2.10,1.77,2.48,0.60,0.0577,44.21,,40,Sy1.5
255,SWIFTJ0503.7-2819,75.907,-28.308,2.77,1WGAJ0503.8-2823,,75.8927,-28.2815,2.89,1.29,4.76,0.0,3.01,0.00,0.00,1.20,,,,90,CV
256,SWIFTJ0504.6-7345,76.197,-73.773,6.69,2MASXJ05043414-7349269,,76.1425,-73.8242,15.80,13.01,19.04,0.0,1.36,0.87,1.84,1.80,0.0452,43.88,,50,Sy2
257,SWIFTJ0505.6-6735,76.453,-67.602,6.59,2MASXJ05052442-6734358,,76.3517,-67.5766,10.33,7.88,12.71,0.0,2.02,1.53,2.58,1.40,,,,70,UnknownAGN
258,SWIFTJ0505.8-2351,76.435,-23.855,29.21,2MASXJ05054575-2351139,,76.4405,-23.8539,58.27,55.24,61.30,0.0,1.77,1.66,1.87,0.50,0.0350,44.22,,50,Sy2
259,SWIFTJ0507.7+6732,76.920,67.533,6.70,87GB050246.4+673341,,76.9844,67.6234,9.03,6.75,11.21,0.0,2.50,1.93,3.31,0.30,0.3140,45.46,,80,BeamedAGN
260,SWIFTJ0508.1+1727,77.097,17.401,10.04,CGCG468-002NED01,,77.0820,17.3630,26.06,22.24,29.85,0.0,1.86,1.58,2.16,1.40,0.0175,43.26,,50,Sy1.9
261,SWIFTJ0510.7+1629,77.723,16.505,53.75,IRAS05078+1626,,77.6896,16.4989,119.80,117.16,123.00,0.0,2.11,2.05,2.17,2.60,0.0179,43.94,,40,Sy1.5
262,SWIFTJ0512.1-1830,77.920,-18.456,4.26,ESO553-G022,,77.9908,-18.4939,8.02,5.52,11.03,0.0,1.66,0.78,2.93,0.80,0.0421,43.52,,50,Sy2
263,SWIFTJ0513.8+6627,78.391,66.414,7.29,CGCG307-007,,78.3183,66.4639,14.32,12.08,17.01,0.0,1.89,1.48,2.34,0.50,0.0149,42.85,,70,UnknownAGN
264,SWIFTJ0514.2-4002,78.524,-40.049,45.18,CXOJ051406.4-400238,,78.5269,-40.0439,47.09,45.89,48.55,0.0,3.22,3.10,3.35,2.10,,,,190,LMXB
265,SWIFTJ0515.3+1854,78.842,18.924,9.94,2MASXJ05151978+1854515,,78.8324,18.9143,26.81,23.87,30.36,0.0,1.84,1.55,2.16,0.80,,,,50,Sy2
266,SWIFTJ0516.2-0009,79.057,-0.148,37.20,Ark120,,79.0476,-0.1498,74.29,71.15,76.48,0.0,2.06,1.97,2.15,2.50,0.0323,44.25,,40,Sy1
267,SWIFTJ0516.3+1928,79.104,19.447,9.14,2MFGC04298,,79.0947,19.4531,23.11,19.65,25.53,0.0,2.00,1.66,2.36,0.30,0.0212,43.37,,50,Sy2
268,SWIFTJ0516.4-1034,79.080,-10.552,9.18,MCG-02-14-009,,79.0882,-10.5615,16.49,13.69,18.46,0.0,2.08,1.75,2.45,2.60,0.0285,43.49,,50,Sy1.9
269,SWIFTJ0501.9-3239,79.883,-32.662,28.81,ESO362-18,,79.8993,-32.6578,48.89,46.30,50.70,0.0,1.90,1.79,2.02,1.40,0.0125,43.23,,40,Sy1.5
270,SWIFTJ0519.5-4545,79.952,-45.775,23.75,PICTORA,,79.9570,-45.7790,37.32,34.93,39.67,0.0,2.05,1.90,2.20,1.60,0.0351,44.03,,50,Sy2
271,SWIFTJ0520.9-7156,80.058,-71.948,22.96,LMCX-2,,80.1168,-71.9648,20.52,19.63,21.38,0.0,6.27,5.82,6.79,2.00,,,,190,LMXB
272,SWIFTJ0521.0-2522,80.207,-25.350,5.95,2MASXJ05210136-2521450,,80.2561,-25.3626,9.71,7.06,12.32,0.0,2.06,1.56,2.67,0.30,0.0426,43.62,,50,Sy2
273,SWIFTJ0519.5-3140,80.758,-36.464,20.63,PKS0521-36,,80.7416,-36.4586,35.10,32.54,37.63,0.0,1.92,1.76,2.08,2.50,0.0553,44.41,,80,BeamedAGN
274,SWIFTJ0524.1-1210,81.039,-12.206,11.02,IRAS05218-1212,,81.0271,-12.1666,19.15,16.37,21.89,0.0,2.13,1.84,2.45,0.90,0.0490,44.04,,40,Sy1.5
275,SWIFTJ0524.9+4246,81.172,42.753,6.66,Paloma,,81.1272,42.7473,9.88,7.60,11.63,0.0,3.24,2.63,4.08,0.90,,,,90,CV
276,SWIFTJ0525.1-2339,81.276,-23.668,5.78,PMNJ0525-2338,,81.2771,-23.6363,13.11,9.52,15.91,0.0,1.55,1.04,2.10,0.30,3.1000,48.04,,80,BeamedAGN
277,SWIFTJ0525.3-4600,81.321,-46.008,6.91,PKS0524-460,,81.3808,-45.9652,15.51,12.07,18.20,0.0,1.37,0.98,1.77,0.80,1.4790,47.33,,80,BeamedAGN
278,SWIFTJ0525.6+2416,81.359,24.243,11.14,1RXSJ052523.2+241331,,81.3437,24.2255,21.45,18.45,23.80,0.0,2.77,2.45,3.14,0.70,,,,90,CV
